filename,text
/content/cropped/Train/img1011_9.png,the
/content/cropped/Train/img1011_10.png,Handorf
/content/cropped/Train/img1011_11.png,Mill
/content/cropped/Train/img1012_0.png,CEDARS
/content/cropped/Train/img1012_1.png,BRASSERIE
/content/cropped/Train/img1012_2.png,hobrauhaus
/content/cropped/Train/img1013_0.png,CAFE
/content/cropped/Train/img1013_1.png,THE
/content/cropped/Train/img1013_2.png,SEASONAL
/content/cropped/Train/img1013_3.png,GARDEN
/content/cropped/Train/img1013_4.png,ORGANIC
/content/cropped/Train/img1013_5.png,SEASONAL
/content/cropped/Train/img1013_6.png,WHOLEFOOD
/content/cropped/Train/img1014_0.png,OLD
/content/cropped/Train/img1014_1.png,MILL
/content/cropped/Train/img1014_2.png,RECEPTIO
/content/cropped/Train/img1014_3.png,HOTEL
/content/cropped/Train/img1014_4.png,MOTEL
/content/cropped/Train/img1015_0.png,TOWN
/content/cropped/Train/img1015_1.png,Delicious
/content/cropped/Train/img1015_2.png,BEST
/content/cropped/Train/img1015_3.png,CHOOSE
/content/cropped/Train/img1015_4.png,IN
/content/cropped/Train/img1015_5.png,OUR
/content/cropped/Train/img1015_6.png,ENJOY
/content/cropped/Train/img1015_7.png,HotDogs
/content/cropped/Train/img1016_0.png,DOOR
/content/cropped/Train/img1016_1.png,CELLAR
/content/cropped/Train/img1016_2.png,AND
/content/cropped/Train/img1016_4.png,HERSEY
/content/cropped/Train/img1017_0.png,GOLDEN
/content/cropped/Train/img1017_1.png,NORTH
/content/cropped/Train/img1017_2.png,PALM
/content/cropped/Train/img1017_3.png,PREMIUM
/content/cropped/Train/img1017_4.png,ICE
/content/cropped/Train/img1017_5.png,CREAM
/content/cropped/Train/img1017_8.png,Sco
/content/cropped/Train/img1018_1.png,SOMERLED
/content/cropped/Train/img1018_2.png,CELLAR
/content/cropped/Train/img1018_3.png,Bar
/content/cropped/Train/img1018_4.png,PICNIC
/content/cropped/Train/img1018_5.png,PROVIDORE
/content/cropped/Train/img1019_0.png,CHEMICAL
/content/cropped/Train/img1019_1.png,DRY
/content/cropped/Train/img1019_2.png,PAPER
/content/cropped/Train/img1019_3.png,CLASS
/content/cropped/Train/img1019_4.png,BE
/content/cropped/Train/img1019_5.png,USED
/content/cropped/Train/img1019_6.png,TO
/content/cropped/Train/img1019_7.png,AB
/content/cropped/Train/img1019_8.png,FOR
/content/cropped/Train/img1019_9.png,E
/content/cropped/Train/img1019_10.png,THIS
/content/cropped/Train/img1019_11.png,EXTINGUISHER
/content/cropped/Train/img102_0.png,COSENTINOS
/content/cropped/Train/img102_1.png,Market
/content/cropped/Train/img102_2.png,DOWNTOWN
/content/cropped/Train/img1020_0.png,BETTER
/content/cropped/Train/img1020_1.png,VINES
/content/cropped/Train/img1020_2.png,CLOSED
/content/cropped/Train/img1020_3.png,BETTER
/content/cropped/Train/img1020_4.png,WINES
/content/cropped/Train/img1020_5.png,PPY
/content/cropped/Train/img1020_6.png,Chees
/content/cropped/Train/img1021_0.png,ENTER
/content/cropped/Train/img1021_1.png,JOIN
/content/cropped/Train/img1021_2.png,to
/content/cropped/Train/img1021_3.png,SCAN
/content/cropped/Train/img1021_5.png,1000s
/content/cropped/Train/img1021_6.png,of
/content/cropped/Train/img1021_7.png,REASONS
/content/cropped/Train/img1021_8.png,to
/content/cropped/Train/img1021_9.png,CELEBRATE
/content/cropped/Train/img1021_10.png,1000s
/content/cropped/Train/img1021_11.png,of
/content/cropped/Train/img1021_12.png,PRIZES
/content/cropped/Train/img1021_13.png,to
/content/cropped/Train/img1021_14.png,WIN
/content/cropped/Train/img1022_0.png,REASON
/content/cropped/Train/img1022_1.png,to
/content/cropped/Train/img1022_2.png,CELEBRATE
/content/cropped/Train/img1022_3.png,No
/content/cropped/Train/img1022_4.png,285
/content/cropped/Train/img1022_5.png,Managed
/content/cropped/Train/img1022_6.png,to
/content/cropped/Train/img1022_7.png,adult
/content/cropped/Train/img1022_8.png,ALl
/content/cropped/Train/img1022_9.png,DAY
/content/cropped/Train/img1022_10.png,Winning
/content/cropped/Train/img1023_0.png,Tradition
/content/cropped/Train/img1023_1.png,1774
/content/cropped/Train/img1023_2.png,seit
/content/cropped/Train/img1023_3.png,BIRKENSTOCK
/content/cropped/Train/img1023_4.png,BIRKENSTOCK
/content/cropped/Train/img1023_5.png,MADE
/content/cropped/Train/img1023_6.png,IN
/content/cropped/Train/img1023_7.png,GERMANY
/content/cropped/Train/img1023_8.png,BIRKENSTOCK
/content/cropped/Train/img1024_0.png,BISTOR
/content/cropped/Train/img1024_1.png,ACES
/content/cropped/Train/img1024_2.png,BAR
/content/cropped/Train/img1024_3.png,DRAUGHT
/content/cropped/Train/img1024_4.png,CARLTON
/content/cropped/Train/img1024_5.png,CARLTON
/content/cropped/Train/img1024_6.png,DRAUGHT
/content/cropped/Train/img1024_8.png,POKIES
/content/cropped/Train/img1024_9.png,AUG
/content/cropped/Train/img1024_10.png,STUDENT
/content/cropped/Train/img1024_11.png,SERVICES
/content/cropped/Train/img1024_12.png,MARKET
/content/cropped/Train/img1024_13.png,PLAZA
/content/cropped/Train/img1024_14.png,PHARMACY
/content/cropped/Train/img1025_0.png,TAMAN
/content/cropped/Train/img1025_1.png,MEGAH
/content/cropped/Train/img1025_2.png,PETALING
/content/cropped/Train/img1025_3.png,JAYA
/content/cropped/Train/img1025_6.png,SEKOLAH
/content/cropped/Train/img1025_7.png,JENIS
/content/cropped/Train/img1025_8.png,KEBANGSAAN
/content/cropped/Train/img1025_9.png,CINA
/content/cropped/Train/img1025_10.png,YUK
/content/cropped/Train/img1025_11.png,CHAI
/content/cropped/Train/img1025_12.png,SJKCYUKCHAI
/content/cropped/Train/img1025_13.png,Jalan
/content/cropped/Train/img1025_14.png,SS241
/content/cropped/Train/img1025_15.png,47301
/content/cropped/Train/img1025_16.png,Petaling
/content/cropped/Train/img1025_17.png,Jaya
/content/cropped/Train/img1025_18.png,Selangor
/content/cropped/Train/img1026_0.png,Blackebys
/content/cropped/Train/img1026_1.png,OLD
/content/cropped/Train/img1026_2.png,SWEET
/content/cropped/Train/img1026_3.png,SHOP
/content/cropped/Train/img1027_0.png,COOPERS
/content/cropped/Train/img1027_1.png,ALEHOUSE
/content/cropped/Train/img1027_2.png,BREWERS
/content/cropped/Train/img1027_3.png,BOTTLERS
/content/cropped/Train/img1027_4.png,Coopers
/content/cropped/Train/img1027_5.png,ADL
/content/cropped/Train/img1027_6.png,ESTABLISHED
/content/cropped/Train/img1027_7.png,1862
/content/cropped/Train/img1027_8.png,AIRPORT
/content/cropped/Train/img1028_0.png,WORLDS
/content/cropped/Train/img1028_1.png,OLDEST
/content/cropped/Train/img1028_2.png,BREWERY
/content/cropped/Train/img1028_3.png,ihenstephaner
/content/cropped/Train/img1028_4.png,HEFEWEISSBIER
/content/cropped/Train/img1028_5.png,DUNKEL
/content/cropped/Train/img1028_6.png,PREMIUM
/content/cropped/Train/img1028_7.png,BAVARICUM
/content/cropped/Train/img1028_8.png,THE
/content/cropped/Train/img1028_9.png,WORLDS
/content/cropped/Train/img1028_10.png,OLDEST
/content/cropped/Train/img1028_11.png,BREWERY
/content/cropped/Train/img1028_12.png,Weihenstephaner
/content/cropped/Train/img1028_13.png,HEFE
/content/cropped/Train/img1028_14.png,WEISSBIER
/content/cropped/Train/img1028_16.png,PREMIUM
/content/cropped/Train/img1028_17.png,BAVARICUM
/content/cropped/Train/img1028_18.png,THE
/content/cropped/Train/img1028_19.png,WORLDS
/content/cropped/Train/img1028_20.png,OLDEST
/content/cropped/Train/img1028_21.png,BREWERY
/content/cropped/Train/img1028_22.png,Weihenstephaner
/content/cropped/Train/img1028_23.png,KRISTALL
/content/cropped/Train/img1028_24.png,WEISSBIER
/content/cropped/Train/img1028_26.png,PREMIUM
/content/cropped/Train/img1028_27.png,BAVARICUM
/content/cropped/Train/img1028_29.png,basilpastahouse
/content/cropped/Train/img1028_30.png,WEIHENSTEPHAN
/content/cropped/Train/img1028_31.png,HEFE
/content/cropped/Train/img1028_32.png,KRISTALL
/content/cropped/Train/img1028_33.png,DUNKEL
/content/cropped/Train/img1028_34.png,Rm2800
/content/cropped/Train/img1029_0.png,PRESTON
/content/cropped/Train/img1029_1.png,WEST
/content/cropped/Train/img1029_2.png,PRIMARY
/content/cropped/Train/img1029_3.png,SCHOOL
/content/cropped/Train/img103_0.png,VACATION
/content/cropped/Train/img103_1.png,25
/content/cropped/Train/img103_2.png,DOLLARS
/content/cropped/Train/img103_3.png,VINYL
/content/cropped/Train/img1030_0.png,ONLY
/content/cropped/Train/img1030_1.png,PREDESTRIANS
/content/cropped/Train/img1030_2.png,Greet
/content/cropped/Train/img1030_3.png,your
/content/cropped/Train/img1030_4.png,CHILD
/content/cropped/Train/img1030_5.png,with
/content/cropped/Train/img1030_6.png,SMILE
/content/cropped/Train/img1030_7.png,NOT
/content/cropped/Train/img1030_8.png,A
/content/cropped/Train/img1030_9.png,MOBILE
/content/cropped/Train/img1031_0.png,45
/content/cropped/Train/img1031_1.png,CHILOCCO
/content/cropped/Train/img1031_2.png,INDIAN
/content/cropped/Train/img1031_3.png,SCHOOL
/content/cropped/Train/img1032_4.png,DELHI
/content/cropped/Train/img1032_5.png,PUBLIC
/content/cropped/Train/img1032_6.png,SCHOOl
/content/cropped/Train/img1032_7.png,HISAR
/content/cropped/Train/img1033_4.png,KIT
/content/cropped/Train/img1033_5.png,THOMAS
/content/cropped/Train/img1033_6.png,EDUCATIONAL
/content/cropped/Train/img1033_7.png,SOCIET
/content/cropped/Train/img1033_9.png,SISHYA
/content/cropped/Train/img1034_0.png,PEDESTRIANS
/content/cropped/Train/img1034_1.png,ONLY
/content/cropped/Train/img1034_2.png,Greet
/content/cropped/Train/img1034_3.png,your
/content/cropped/Train/img1034_4.png,CHILD
/content/cropped/Train/img1034_5.png,with
/content/cropped/Train/img1034_6.png,a
/content/cropped/Train/img1034_7.png,SMILE
/content/cropped/Train/img1034_8.png,NOT
/content/cropped/Train/img1034_9.png,A
/content/cropped/Train/img1034_10.png,MOBILE
/content/cropped/Train/img1035_1.png,CALEB
/content/cropped/Train/img1035_2.png,UNIVERSITY
/content/cropped/Train/img1036_0.png,GOVTPILOT
/content/cropped/Train/img1036_1.png,1926
/content/cropped/Train/img1036_2.png,HIGHER
/content/cropped/Train/img1036_3.png,SEC
/content/cropped/Train/img1036_4.png,SCHOOL
/content/cropped/Train/img1036_5.png,LARKANO
/content/cropped/Train/img1037_2.png,BFDAY
/content/cropped/Train/img1037_3.png,SCHOOL
/content/cropped/Train/img1038_0.png,Stewart
/content/cropped/Train/img1038_1.png,TrAINING
/content/cropped/Train/img1038_2.png,IN
/content/cropped/Train/img1038_3.png,the
/content/cropped/Train/img1038_4.png,Weel
/content/cropped/Train/img1038_5.png,Student
/content/cropped/Train/img1038_6.png,of
/content/cropped/Train/img1038_7.png,SUPERHEROES
/content/cropped/Train/img1038_8.png,S
/content/cropped/Train/img1039_0.png,HAVE
/content/cropped/Train/img1039_1.png,An
/content/cropped/Train/img1039_2.png,EGGSTRA
/content/cropped/Train/img1039_3.png,SPECIAL
/content/cropped/Train/img1039_4.png,SPRING
/content/cropped/Train/img104_0.png,BUTTER
/content/cropped/Train/img104_1.png,WORTH
/content/cropped/Train/img104_2.png,HIGH
/content/cropped/Train/img104_3.png,SCHOOL
/content/cropped/Train/img104_4.png,CARPE
/content/cropped/Train/img104_5.png,DIEM
/content/cropped/Train/img1040_0.png,PUBLIC
/content/cropped/Train/img1040_1.png,SCHOOL
/content/cropped/Train/img1041_0.png,203
/content/cropped/Train/img1041_1.png,KS
/content/cropped/Train/img1041_2.png,Mrs
/content/cropped/Train/img1041_3.png,Mason
/content/cropped/Train/img1041_4.png,Harvesting
/content/cropped/Train/img1041_5.png,great
/content/cropped/Train/img1041_6.png,skills
/content/cropped/Train/img1041_7.png,and
/content/cropped/Train/img1041_8.png,Mrs
/content/cropped/Train/img1041_9.png,Langstan
/content/cropped/Train/img1042_0.png,WE
/content/cropped/Train/img1042_1.png,LEARN
/content/cropped/Train/img1042_2.png,Whats
/content/cropped/Train/img1042_3.png,Your
/content/cropped/Train/img1042_4.png,superpower
/content/cropped/Train/img1042_5.png,MA
/content/cropped/Train/img1043_0.png,CREAMERY
/content/cropped/Train/img1043_1.png,Cafe
/content/cropped/Train/img1043_2.png,BOO
/content/cropped/Train/img1044_0.png,SMOKE
/content/cropped/Train/img1044_1.png,SWEET
/content/cropped/Train/img1044_2.png,LEAF
/content/cropped/Train/img1044_3.png,ACOO
/content/cropped/Train/img1044_4.png,AND
/content/cropped/Train/img1044_5.png,FAULEY
/content/cropped/Train/img1044_6.png,SWAIM
/content/cropped/Train/img1044_7.png,DRYGOODSGROCERIES
/content/cropped/Train/img1044_8.png,ALIZED
/content/cropped/Train/img1044_9.png,BLOC
/content/cropped/Train/img1044_10.png,ROS
/content/cropped/Train/img1044_11.png,WEST
/content/cropped/Train/img1044_12.png,NIA
/content/cropped/Train/img1044_13.png,MAILPUUCH
/content/cropped/Train/img1044_15.png,CH
/content/cropped/Train/img1044_16.png,TO
/content/cropped/Train/img1044_17.png,YATES
/content/cropped/Train/img1044_18.png,FAULEYGROCER
/content/cropped/Train/img1044_19.png,CAHOUSE
/content/cropped/Train/img1044_20.png,PIANOS
/content/cropped/Train/img1044_21.png,ORGANS
/content/cropped/Train/img1044_22.png,1324MARKETSTWHEELING
/content/cropped/Train/img1044_24.png,PHHANESCOS
/content/cropped/Train/img1044_25.png,NATURAL
/content/cropped/Train/img1044_27.png,BUMPER
/content/cropped/Train/img1044_28.png,BUMPER
/content/cropped/Train/img1044_29.png,FREYSAUTO
/content/cropped/Train/img1045_0.png,WEST
/content/cropped/Train/img1045_1.png,FOR
/content/cropped/Train/img1045_2.png,CHEWING
/content/cropped/Train/img1045_3.png,TOBACCO
/content/cropped/Train/img1045_4.png,AND
/content/cropped/Train/img1045_5.png,SMOKING
/content/cropped/Train/img1045_7.png,MAIL
/content/cropped/Train/img1045_8.png,POUCH
/content/cropped/Train/img1045_9.png,MARK
/content/cropped/Train/img1045_11.png,BLOCH
/content/cropped/Train/img1045_12.png,BROS
/content/cropped/Train/img1045_13.png,WESTVIRGINIA
/content/cropped/Train/img1045_14.png,MAIL
/content/cropped/Train/img1045_15.png,POU
/content/cropped/Train/img1046_0.png,Newspapers
/content/cropped/Train/img1046_1.png,Greeting
/content/cropped/Train/img1046_2.png,hardware
/content/cropped/Train/img1046_3.png,Cards
/content/cropped/Train/img1046_4.png,items
/content/cropped/Train/img1046_5.png,other
/content/cropped/Train/img1046_6.png,Coffee
/content/cropped/Train/img1046_7.png,Many
/content/cropped/Train/img1046_8.png,PURE
/content/cropped/Train/img1046_9.png,RICH
/content/cropped/Train/img1046_10.png,TRADEMARK
/content/cropped/Train/img1046_11.png,THE
/content/cropped/Train/img1046_12.png,Company
/content/cropped/Train/img1046_13.png,DaIry
/content/cropped/Train/img1046_15.png,THICK
/content/cropped/Train/img1046_16.png,CREA
/content/cropped/Train/img1047_0.png,VARNISHES
/content/cropped/Train/img1047_1.png,SUNDRIES
/content/cropped/Train/img1047_2.png,PAINTSOILDS
/content/cropped/Train/img1047_3.png,SGWALL
/content/cropped/Train/img1047_4.png,DRUGGISTS
/content/cropped/Train/img1047_5.png,PRESGRIPTIONS
/content/cropped/Train/img1047_6.png,COMPOUNDED
/content/cropped/Train/img1048_0.png,Tan
/content/cropped/Train/img1048_1.png,Ngan
/content/cropped/Train/img1048_2.png,ALO
/content/cropped/Train/img1048_3.png,AH
/content/cropped/Train/img1048_4.png,CHENG
/content/cropped/Train/img1048_5.png,Laksa
/content/cropped/Train/img1048_6.png,since
/content/cropped/Train/img1048_7.png,1960
/content/cropped/Train/img1049_0.png,TOBERMORY
/content/cropped/Train/img1049_1.png,AGED
/content/cropped/Train/img1049_2.png,10
/content/cropped/Train/img1049_3.png,YEARS
/content/cropped/Train/img1049_4.png,SINGLE
/content/cropped/Train/img1049_5.png,MALT
/content/cropped/Train/img1049_6.png,SCOTCH
/content/cropped/Train/img1049_7.png,WHISKY
/content/cropped/Train/img105_0.png,CONTINENTAL
/content/cropped/Train/img105_1.png,DIVIDE
/content/cropped/Train/img105_2.png,TRAIL
/content/cropped/Train/img105_3.png,NATIONAL
/content/cropped/Train/img105_4.png,SCENIC
/content/cropped/Train/img105_5.png,TRAIL
/content/cropped/Train/img1050_0.png,PAPER
/content/cropped/Train/img1050_1.png,PRODUCTS
/content/cropped/Train/img1050_2.png,CO
/content/cropped/Train/img1050_3.png,WHOLESALE
/content/cropped/Train/img1050_4.png,TESTED
/content/cropped/Train/img1050_5.png,PAPERS
/content/cropped/Train/img1051_0.png,CAVIAR
/content/cropped/Train/img1051_1.png,PETROSSIAN
/content/cropped/Train/img1051_2.png,PARIS
/content/cropped/Train/img1051_3.png,CAVIAR
/content/cropped/Train/img1051_4.png,125
/content/cropped/Train/img1051_8.png,MAL
/content/cropped/Train/img1051_9.png,OL
/content/cropped/Train/img1051_11.png,438OZ
/content/cropped/Train/img1052_0.png,CONVERSE
/content/cropped/Train/img1052_1.png,ALL
/content/cropped/Train/img1052_2.png,ST
/content/cropped/Train/img1053_0.png,THE
/content/cropped/Train/img1053_1.png,KNACK
/content/cropped/Train/img1053_2.png,ROUND
/content/cropped/Train/img1053_3.png,TRIP
/content/cropped/Train/img1053_4.png,PACIFIC
/content/cropped/Train/img1053_5.png,OUTDOOR
/content/cropped/Train/img1054_0.png,2010
/content/cropped/Train/img1054_1.png,Olean
/content/cropped/Train/img1054_2.png,Annual
/content/cropped/Train/img1054_3.png,June
/content/cropped/Train/img1054_4.png,Downtown
/content/cropped/Train/img1054_5.png,4058
/content/cropped/Train/img1054_6.png,17th
/content/cropped/Train/img1054_7.png,LAMAR
/content/cropped/Train/img1054_8.png,TESTICLE
/content/cropped/Train/img1054_9.png,In
/content/cropped/Train/img1054_10.png,5
/content/cropped/Train/img1054_11.png,OLEAN
/content/cropped/Train/img1054_12.png,JAYCEES
/content/cropped/Train/img1054_13.png,FESTIVAL
/content/cropped/Train/img1056_0.png,BACK
/content/cropped/Train/img1056_1.png,TEACHERS
/content/cropped/Train/img1056_2.png,WELCOME
/content/cropped/Train/img1056_3.png,WORLD
/content/cropped/Train/img1056_4.png,WINES
/content/cropped/Train/img1056_5.png,LIQUOR
/content/cropped/Train/img1057_0.png,THE
/content/cropped/Train/img1057_1.png,ORIGINAl
/content/cropped/Train/img1057_2.png,RIB
/content/cropped/Train/img1057_3.png,TICKLER
/content/cropped/Train/img1057_4.png,EST1984
/content/cropped/Train/img1057_5.png,2812558119
/content/cropped/Train/img1057_6.png,FABULOUSFOOD
/content/cropped/Train/img1057_7.png,DRIVE
/content/cropped/Train/img1057_8.png,THRU
/content/cropped/Train/img1057_9.png,HORRIFYING
/content/cropped/Train/img1057_10.png,VEGETARIANS
/content/cropped/Train/img1057_11.png,SINCE
/content/cropped/Train/img1057_12.png,1984
/content/cropped/Train/img1058_0.png,60
/content/cropped/Train/img1058_1.png,ASSUNTA
/content/cropped/Train/img1058_2.png,HOSPITAL
/content/cropped/Train/img1058_3.png,Assunta
/content/cropped/Train/img1058_4.png,Heart
/content/cropped/Train/img1058_6.png,Art
/content/cropped/Train/img1058_7.png,of
/content/cropped/Train/img1058_8.png,Car
/content/cropped/Train/img1059_0.png,Chunks
/content/cropped/Train/img1059_1.png,MoreYum
/content/cropped/Train/img1059_2.png,Chips
/content/cropped/Train/img1059_3.png,More
/content/cropped/Train/img1059_4.png,CHUNKY
/content/cropped/Train/img1059_7.png,ORIGINAL
/content/cropped/Train/img1059_8.png,Chocolate
/content/cropped/Train/img1059_9.png,Chip
/content/cropped/Train/img1059_10.png,Cookies
/content/cropped/Train/img106_1.png,DHL
/content/cropped/Train/img106_2.png,V
/content/cropped/Train/img106_3.png,PERSIE
/content/cropped/Train/img106_4.png,20
/content/cropped/Train/img106_5.png,MANCHESTER
/content/cropped/Train/img106_6.png,UNITED
/content/cropped/Train/img1060_0.png,ASSUNTA
/content/cropped/Train/img1060_1.png,HOSPITAL
/content/cropped/Train/img1060_2.png,FIDELITY
/content/cropped/Train/img1060_3.png,7ELEVEN
/content/cropped/Train/img1061_0.png,MANCHESTER
/content/cropped/Train/img1061_1.png,UNITED
/content/cropped/Train/img1061_2.png,R
/content/cropped/Train/img1061_3.png,AON
/content/cropped/Train/img1062_0.png,DIAMOND
/content/cropped/Train/img1062_1.png,HOTEL
/content/cropped/Train/img1062_2.png,BLUE
/content/cropped/Train/img1062_3.png,1850
/content/cropped/Train/img1062_4.png,Kuan
/content/cropped/Train/img1062_5.png,Th
/content/cropped/Train/img1062_6.png,4850
/content/cropped/Train/img1062_7.png,THU
/content/cropped/Train/img1062_8.png,KHOA
/content/cropped/Train/img1062_9.png,HUAN
/content/cropped/Train/img1062_10.png,UE
/content/cropped/Train/img1062_11.png,DIAMOND
/content/cropped/Train/img1062_12.png,HOTEL
/content/cropped/Train/img1062_13.png,Khoo
/content/cropped/Train/img1062_15.png,5046
/content/cropped/Train/img1063_1.png,STREETFOODMARKET
/content/cropped/Train/img1063_2.png,TOUS
/content/cropped/Train/img1063_3.png,TO
/content/cropped/Train/img1063_5.png,dai
/content/cropped/Train/img1064_0.png,HIGHLANDS
/content/cropped/Train/img1064_1.png,COFFEE
/content/cropped/Train/img1064_2.png,HIGHLANDS
/content/cropped/Train/img1064_3.png,COFFEE
/content/cropped/Train/img1064_4.png,DOCDAO
/content/cropped/Train/img1065_3.png,CAO
/content/cropped/Train/img1065_4.png,OC
/content/cropped/Train/img1065_5.png,SCREC
/content/cropped/Train/img1065_6.png,coopmart
/content/cropped/Train/img1066_0.png,33
/content/cropped/Train/img1066_1.png,DEN
/content/cropped/Train/img1066_2.png,TRANG
/content/cropped/Train/img1066_3.png,TRIHOA
/content/cropped/Train/img1066_4.png,DANG
/content/cropped/Train/img1066_6.png,TRANG
/content/cropped/Train/img1067_0.png,PASSAGE
/content/cropped/Train/img1067_1.png,ASEAN
/content/cropped/Train/img1067_3.png,Field
/content/cropped/Train/img1067_4.png,Trips
/content/cropped/Train/img1067_5.png,NEWS
/content/cropped/Train/img1068_0.png,19
/content/cropped/Train/img1068_6.png,XI
/content/cropped/Train/img1068_7.png,NGHIEP
/content/cropped/Train/img1069_0.png,115
/content/cropped/Train/img1069_1.png,HOTEL
/content/cropped/Train/img1069_2.png,TIMI
/content/cropped/Train/img107_0.png,KING
/content/cropped/Train/img107_1.png,PALACE
/content/cropped/Train/img107_2.png,RESTAURANT
/content/cropped/Train/img107_3.png,820
/content/cropped/Train/img1070_0.png,BON
/content/cropped/Train/img1070_1.png,PAIN
/content/cropped/Train/img1070_2.png,S
/content/cropped/Train/img1070_3.png,COFFEE
/content/cropped/Train/img1070_4.png,OA
/content/cropped/Train/img1070_5.png,CONG
/content/cropped/Train/img1070_6.png,TYTNHH
/content/cropped/Train/img1070_7.png,MOT
/content/cropped/Train/img1070_8.png,THANH
/content/cropped/Train/img1070_9.png,VIEN
